complex_name,protein_path,ligand_description,protein_sequence
id295262933,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(F)c2C)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295262934,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)(=O)Nc2ccccc2)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262935,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)(=O)Nc2ccccc2)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262936,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCS(=O)(=O)Nc2ccccc2)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262937,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2CN2CCCC2=O)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262938,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2CN2CCCC2=O)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262939,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccccc2CN2CCCC2=O)nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)n1,
id295262940,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262941,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262942,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262943,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2nc3c(s2)CCCC3)n1,
id295262944,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2nc3c(s2)CCCC3)n1,
id295262945,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2nc3c(s2)CCCC3)n1,
id295262946,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2ncnc3[nH]cnc23)n1,
id295262947,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2ncnc3[nH]cnc23)n1,
id295262948,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)nc(Nc2ncnc3[nH]cnc23)n1,
id295262949,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2sc(C)cc2C#N)n1,
id295262950,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2sc(C)cc2C#N)n1,
id295262951,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2sc(C)cc2C#N)n1,
id295262952,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)c(Br)c2)nc(Nc2sc(C)cc2C#N)n1,
id295262953,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)c(Br)c2)nc(Nc2sc(C)cc2C#N)n1,
id295262954,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C)c(Br)c2)nc(Nc2sc(C)cc2C#N)n1,
id295262955,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCOc2nc(-c3ccc(C)cc3)cc(C(F)(F)F)n2)nc(Nc2ncc(C#N)cc2C)n1,
id295262956,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCOc2nc(-c3ccc(C)cc3)cc(C(F)(F)F)n2)nc(Nc2ncc(C#N)cc2C)n1,
id295262957,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCOc2nc(-c3ccc(C)cc3)cc(C(F)(F)F)n2)nc(Nc2ncc(C#N)cc2C)n1,
id295262958,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ncc(C#N)cc2C)n1,
id295262959,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ncc(C#N)cc2C)n1,
id295262960,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ncc(C#N)cc2C)n1,
id295262961,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(Nc2ncc(C#N)cc2C)n1,
id295262962,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(Nc2ncc(C#N)cc2C)n1,
id295262963,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(Nc2ncc(C#N)cc2C)n1,
id295262964,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3scnc3c2)nc(Nc2ncc(C#N)cc2C)n1,
id295262965,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3scnc3c2)nc(Nc2ncc(C#N)cc2C)n1,
id295262966,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3scnc3c2)nc(Nc2ncc(C#N)cc2C)n1,
id295262967,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnns2)nc(Nc2ncc(C#N)cc2C)n1,
id295262968,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnns2)nc(Nc2ncc(C#N)cc2C)n1,
id295262969,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnns2)nc(Nc2ncc(C#N)cc2C)n1,
id295262970,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2nc3ccccc3s2)nc(Nc2ncc(C#N)cc2C)n1,
id295262971,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2nc3ccccc3s2)nc(Nc2ncc(C#N)cc2C)n1,
id295262972,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2nc3ccccc3s2)nc(Nc2ncc(C#N)cc2C)n1,
id295262973,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,
id295262974,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,
id295262975,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,
id295262976,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC2=C(C#N)CCC2)nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262977,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC2=C(C#N)CCC2)nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262978,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NC2=C(C#N)CCC2)nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262979,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262980,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262981,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])nc(Nc2c(C)cc(C)cc2[N+](=O)[O-])n1,
id295262982,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(O)C3C4CC5C6C4CC3C6C52)nc(Nc2nc(C)cc(C)n2)n1,
id295262983,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(O)C3C4CC5C6C4CC3C6C52)nc(Nc2nc(C)cc(C)n2)n1,
id295262984,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(O)C3C4CC5C6C4CC3C6C52)nc(Nc2nc(C)cc(C)n2)n1,
id295262985,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2CCOCC23CCCC3)nc(Nc2nc(C)cc(C)n2)n1,
id295262986,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2CCOCC23CCCC3)nc(Nc2nc(C)cc(C)n2)n1,
id295262987,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2CCOCC23CCCC3)nc(Nc2nc(C)cc(C)n2)n1,
id295262988,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc(=O)[nH]c(=O)[nH]2)n1,
id295262989,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc(=O)[nH]c(=O)[nH]2)n1,
id295262990,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc(=O)[nH]c(=O)[nH]2)n1,
id295262991,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262992,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262993,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C)cc(C)n2)nc(Nc2cc3cccnc3c3ncccc23)n1,
id295262994,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2nc3c(C)cccc3o2)nc(NCc2cc(C)nc(Cl)c2)n1,
id295262995,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2nc3c(C)cccc3o2)nc(NCc2cc(C)nc(Cl)c2)n1,
id295262996,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2nc3c(C)cccc3o2)nc(NCc2cc(C)nc(Cl)c2)n1,
id295262997,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ccncc2F)nc(NCc2ccc(Oc3ccc(Cl)cc3Cl)c(C)c2)n1,
id295262998,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ccncc2F)nc(NCc2ccc(Oc3ccc(Cl)cc3Cl)c(C)c2)n1,
id295262999,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ccncc2F)nc(NCc2ccc(Oc3ccc(Cl)cc3Cl)c(C)c2)n1,
id295263000,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Cl)cc2C)n1,
id295263001,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Cl)cc2C)n1,
id295263002,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Cl)cc2C)n1,
id295263003,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)cc2C)nc(Nc2ccc(Cl)cc2C(=O)OC)n1,
id295263004,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)cc2C)nc(Nc2ccc(Cl)cc2C(=O)OC)n1,
id295263005,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)cc2C)nc(Nc2ccc(Cl)cc2C(=O)OC)n1,
id295263006,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2C)n1,
id295263007,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2C)n1,
id295263008,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2snnc2C)nc(Nc2ccc(F)cc2C)n1,
id295263009,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(C#N)cc3s2)nc(Nc2ccc(F)cc2C)n1,
id295263010,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(C#N)cc3s2)nc(Nc2ccc(F)cc2C)n1,
id295263011,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(C#N)cc3s2)nc(Nc2ccc(F)cc2C)n1,
id295263012,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(Nc2n[nH]cc2C(=O)OCC)n1,
id295263013,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(Nc2n[nH]cc2C(=O)OCC)n1,
id295263014,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(Nc2n[nH]cc2C(=O)OCC)n1,
id295263015,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(NCC2(N3CCOCC3)CCOCC2)n1,
id295263016,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(NCC2(N3CCOCC3)CCOCC2)n1,
id295263017,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(F)cc2C)nc(NCC2(N3CCOCC3)CCOCC2)n1,
id295263018,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(CC(N)=O)OC)nc(Nc2cc(C)cc(F)c2)n1,
id295263019,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(CC(N)=O)OC)nc(Nc2cc(C)cc(F)c2)n1,
id295263020,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(CC(N)=O)OC)nc(Nc2cc(C)cc(F)c2)n1,
id295263021,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)c2c(Cl)cccc2Cl)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263022,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)c2c(Cl)cccc2Cl)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263023,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC(C)c2c(Cl)cccc2Cl)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263024,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ncc(Br)s2)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263025,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ncc(Br)s2)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263026,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCc2ncc(Br)s2)nc(Nc2ccc(Cl)c(C)c2)n1,
id295263027,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263028,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263029,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263030,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc3c(s2)CCCC3)n1,
id295263031,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc3c(s2)CCCC3)n1,
id295263032,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(Cl)c(C)c2)nc(Nc2nc3c(s2)CCCC3)n1,
id295263033,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263034,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263035,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(F)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263036,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2cc(-c3cccc(OC)c3)no2)n1,
id295263037,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2cc(-c3cccc(OC)c3)no2)n1,
id295263038,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2cc(-c3cccc(OC)c3)no2)n1,
id295263039,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(CO)CC=CC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263040,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(CO)CC=CC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263041,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(CO)CC=CC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263042,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCC(O)C2CCCC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263043,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCC(O)C2CCCC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263044,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCC(O)C2CCCC2)nc(Nc2ccc(O)c(C)c2)n1,
id295263045,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263046,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263047,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(O)c(C)c2)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,
id295263048,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cn3cccc(F)c3n2)nc(Nc2ccnc(C)c2)n1,
id295263049,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cn3cccc(F)c3n2)nc(Nc2ccnc(C)c2)n1,
id295263050,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2cn3cccc(F)c3n2)nc(Nc2ccnc(C)c2)n1,
id295263051,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Br)c(C)c2)n1,
id295263052,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Br)c(C)c2)n1,
id295263053,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCCNS(=O)(=O)c2ccn(C)c2)nc(Nc2cnc(Br)c(C)c2)n1,
id295263054,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(Br)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263055,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(Br)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263056,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2cnc(Br)c(C)c2)nc(Nc2ccc3nccnc3c2Br)n1,
id295263057,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263058,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263059,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2c(C)cc(C)[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263060,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2sccc2C)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263061,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2sccc2C)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263062,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2sccc2C)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263063,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263064,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263065,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCc2ccc[nH]c2=O)nc(Nc2cc(C)nn2-c2ccccc2)n1,
id295263066,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)nc(Nc2cc(C)nn2C(C)C)n1,
id295263067,/home/appuser/DiffDock/HSA.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)nc(Nc2cc(C)nn2C(C)C)n1,
id295263068,/home/appuser/DiffDock/sEH.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(NCC2(c3ccc(Cl)cc3Cl)CCCC2)nc(Nc2cc(C)nn2C(C)C)n1,
id295263069,/home/appuser/DiffDock/BRD4.pdb,C#CC[C@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(N3CCOCC3)c2)nc(Nc2cc(C)nn2C(C)C)n1,
